age,gender,category,difficulty,noofquestions,correctcount,incorrectcount,noofattemptinquestionsinsublevel1,noofattemptinquestionsinsublevel2,noofattemptinquestionsinsublevel3,noofattemptinquestionsinsublevel4,noofcorrectquestionsinsublevel1,noofcorrectquestionsinsublevel2,noofcorrectquestionsinsublevel3,noofcorrectquestionsinsublevel4,avrgresponsetimeforsublevel1questions,avrgresponsetimeforsublevel2questions,avrgresponsetimeforsublevel3questions,avrgresponsetimeforsublevel4questions,quizmark,quizcompletationtime,readiness
7,female,multipication,intermediate,15,3,12,0,4,0,5,0,3,0,1,0,36.23322219,0,39.13580597,7,20.47454415,0
11,female,multipication,intermediate,15,4,11,2,3,2,0,0,2,0,0,28.58833183,15.10304273,42.985129,0,7,5.30022498,0
11,male,addition,intermediate,15,6,9,0,2,4,3,0,1,2,2,0,10.22061685,15.28095383,18.0344157,6,14.21129366,0
8,male,division,advanced,15,3,12,1,3,2,2,1,0,1,2,89.89665148,25.97610042,87.01064961,43.85974414,2,18.78260036,0
12,female,addition,intermediate,15,0,15,3,5,2,3,1,3,1,3,6.411338509,13.94136777,17.79546932,23.86855467,0,15.29531947,0
14,female,addition,intermediate,15,2,13,1,1,2,3,0,1,2,0,3.991787011,5.957513589,22.4821901,22.45389344,7,16.26247701,0
12,female,division,beginner,15,0,15,4,3,4,4,0,0,4,0,18.97145302,12.37982531,25.52086719,16.78491444,7,22.54782074,0
15,male,addition,advanced,15,7,8,2,3,5,4,2,3,5,2,18.5671787,27.5766316,29.44154024,34.44873023,9,25.45199722,0
14,female,division,beginner,15,8,7,4,1,3,2,0,1,1,0,17.48973335,5.803347678,15.13356492,52.29592586,2,10.397926,0
8,female,division,intermediate,15,6,9,1,2,1,5,0,2,0,4,2.215484259,25.92823953,52.01621999,29.78904705,7,9.008572032,0
3,male,division,advanced,15,15,0,0,3,3,4,0,2,3,4,0,83.80516306,98.7379399,110.458633,0,8.441695842,0
14,male,multipication,advanced,15,10,5,5,2,1,1,3,2,1,1,33.87837074,33.34697074,59.64294622,146.8931684,6,35.92834609,0
15,male,multipication,intermediate,15,8,7,2,1,1,3,0,0,0,3,17.53181243,52.22810591,34.33598205,57.92530008,7,0.183067375,0
3,female,multipication,intermediate,15,2,13,2,4,1,3,0,0,1,0,36.09934235,32.48214674,49.07707564,52.34989975,5,12.52648538,0
4,male,addition,intermediate,15,7,8,3,1,5,3,2,1,0,3,10.91070316,10.71911639,15.9604304,35.0259564,8,2.629303305,0
7,male,division,advanced,15,15,0,2,1,0,0,0,1,0,0,82.01262739,48.13946049,0,0,4,34.57394689,0
10,male,division,intermediate,15,14,1,2,0,5,3,2,0,4,0,34.58055683,0,38.484049,12.94595488,7,15.23149014,0
12,female,multipication,beginner,15,4,11,0,2,4,0,0,2,0,0,0,7.792412148,22.71513801,0,1,1.05961924,0
13,female,substraction,intermediate,15,3,12,4,4,0,5,1,2,0,0,11.07541416,11.07408604,0,19.8155614,2,2.97717784,0
12,male,substraction,beginner,15,7,8,0,4,5,1,0,1,2,0,0,5.468887553,21.71597188,15.78621984,9,23.85738149,0
11,female,division,intermediate,15,11,4,3,1,0,5,1,1,0,4,44.5004041,70.57550401,0,42.67277737,1,7.742441998,0
14,female,addition,intermediate,15,13,2,4,4,2,5,2,2,0,2,6.385985557,11.61013989,30.6812823,13.69355017,1,8.528462802,0
14,female,substraction,beginner,15,2,13,1,4,0,2,0,1,0,1,2.320936267,10.1336071,0,28.46506137,1,11.54827052,0
8,male,addition,beginner,15,11,4,2,2,0,3,1,2,0,0,2.456492549,1.897648509,0,17.85307178,10,9.71949887,0
9,male,multipication,beginner,15,12,3,0,2,4,4,0,1,0,4,0,29.03479513,30.50814553,27.87413365,7,11.54351508,0
14,male,substraction,advanced,15,12,3,0,0,4,4,0,0,3,0,0,0,29.03302542,44.62968928,7,9.701654837,0
4,male,division,beginner,15,11,4,2,2,2,1,1,1,1,1,16.10287492,20.88996038,30.19039939,13.7270289,4,21.45061477,0
8,male,division,intermediate,15,1,14,4,1,3,4,2,0,2,1,37.13028974,38.13780565,27.22990583,56.85192807,0,23.5214142,0
11,male,multipication,advanced,15,5,10,2,1,3,2,2,0,2,2,42.03479549,27.83486396,27.19453099,65.93722993,2,20.20982305,0
14,female,substraction,beginner,15,6,9,2,4,3,2,0,3,3,0,4.444025987,6.882826714,20.86262833,19.41280984,8,9.594208646,0
5,female,division,intermediate,15,10,5,4,1,5,2,4,1,3,1,47.95447346,43.04675271,46.67324182,16.56810448,0,20.01787722,0
13,male,division,advanced,15,3,12,4,4,2,2,0,0,1,0,63.00067534,47.79248166,98.91083529,104.1289412,2,16.39912268,0
11,male,addition,advanced,15,13,2,1,4,3,5,0,0,0,5,38.96478003,20.94541247,20.93101649,30.37588491,0,29.31696565,0
9,female,addition,beginner,15,6,9,4,4,2,3,3,1,0,3,2.172147148,7.825715628,17.64787854,6.776371654,6,0.062583794,0
14,female,addition,advanced,15,13,2,5,3,0,3,4,0,0,2,26.44899408,36.71788563,0,29.16864122,7,27.39836369,0
14,female,addition,advanced,15,15,0,4,4,5,4,1,2,1,1,28.11094162,14.83395811,30.55992818,46.77684516,4,27.23996122,0
3,male,multipication,beginner,15,11,4,4,1,5,5,2,0,0,1,11.21479676,11.43242514,40.26956114,30.04817989,4,16.75517122,0
8,male,division,beginner,15,0,15,4,4,0,5,1,3,0,3,20.47320493,19.78402714,0,42.71133347,4,17.22395674,0
3,male,substraction,beginner,15,8,7,1,1,4,0,1,1,2,0,3.16650792,7.864865268,11.4793422,0,8,1.983773378,0
7,male,substraction,beginner,15,0,15,5,3,1,0,4,3,0,0,2.459499954,10.90988662,1.789391969,0,0,15.88255917,0
11,female,addition,advanced,15,14,1,2,2,3,4,2,1,1,4,4.165102376,20.22340591,28.269325,38.02095433,7,10.36766316,1
7,female,division,advanced,15,11,4,5,5,3,2,5,3,2,0,56.53220688,69.93278888,45.2882256,68.79153062,10,31.35029795,0
11,male,addition,beginner,15,8,7,4,0,2,4,1,0,0,4,3.047745919,0,17.11163242,18.25008467,9,2.17962528,0
11,male,addition,advanced,15,15,0,1,2,0,4,1,1,0,4,31.47945237,9.368122901,0,34.02823466,1,37.97179271,0
14,female,addition,beginner,15,0,15,2,2,1,3,1,2,1,2,2.557705097,10.72630522,23.86302295,23.63730781,10,22.97217765,0
6,male,substraction,advanced,15,2,13,3,4,5,5,2,3,2,2,24.22353667,27.37765507,33.90354006,34.43645059,2,8.019154154,0
5,male,multipication,intermediate,15,10,5,5,5,0,5,1,4,0,0,41.85664047,48.24107446,0,47.81214697,0,10.3878678,0
10,female,addition,intermediate,15,2,13,3,0,3,3,0,0,0,1,7.126052656,0,24.12991226,33.36383473,10,11.05849144,0
9,male,addition,advanced,15,15,0,3,5,1,5,3,1,0,2,20.38921338,37.25971652,40.0699353,21.32672263,5,30.76923596,0
9,male,division,beginner,15,15,0,2,0,3,2,2,0,0,0,6.065939187,0,32.84409731,31.60076884,9,15.13540072,0
5,male,division,advanced,15,3,12,1,3,2,2,1,1,0,2,88.27899186,96.98686424,52.79706482,88.96536451,0,9.601748217,0
12,female,addition,intermediate,15,9,6,0,0,4,2,0,0,0,2,0,0,18.71290982,28.90344431,6,23.18736312,0
15,male,multipication,intermediate,15,2,13,4,5,0,1,1,0,0,0,29.32877748,27.61144259,0,36.55905587,9,27.03030211,0
9,female,division,intermediate,15,11,4,3,3,4,5,1,3,4,0,45.98584711,35.63188352,54.76881389,42.5396452,7,23.71183408,0
7,male,division,intermediate,15,12,3,0,1,3,3,0,0,2,2,0,28.84218481,50.33889079,61.90523482,7,24.9956176,0
8,male,addition,intermediate,15,11,4,4,2,0,5,4,2,0,5,11.53517173,16.72933988,0,21.85157438,3,10.08870449,0
9,female,substraction,advanced,15,6,9,1,2,2,0,1,2,0,0,5.573912324,24.00165334,46.27886273,0,4,34.4067167,0
10,female,multipication,intermediate,15,6,9,5,4,2,3,4,4,0,0,44.34386127,30.18470844,44.09368319,84.38210695,7,14.44869315,0
9,male,addition,intermediate,15,3,12,0,2,4,3,0,2,3,1,0,13.96394337,20.05410728,15.41300512,7,12.96680935,0
14,male,substraction,beginner,15,6,9,2,2,1,0,0,2,0,0,2.747766294,5.331135317,10.25265538,0,4,9.295988138,0
11,female,multipication,intermediate,15,3,12,1,0,1,4,0,0,0,4,54.06072934,0,41.20849664,37.91657254,9,8.485181814,0
15,male,addition,advanced,15,7,8,3,0,1,2,2,0,1,1,24.99375054,0,34.62880724,49.66991729,4,6.813643745,0
8,female,substraction,advanced,15,12,3,5,3,1,3,0,3,0,3,21.79350647,25.13510636,1.054286234,26.44388884,3,36.17773208,0
6,male,multipication,advanced,15,3,12,5,5,4,1,3,4,0,0,73.3931414,50.11245992,50.23968793,117.2557834,1,26.38754051,0
7,female,division,advanced,15,6,9,3,2,3,0,1,0,1,0,45.14957985,61.40266501,109.9225816,0,8,12.79456978,0
4,female,addition,beginner,15,2,13,2,4,1,1,0,3,1,1,3.701376232,8.477491561,13.26481579,31.62132117,9,20.09652019,0
3,male,division,intermediate,15,9,6,2,0,5,4,0,0,2,4,35.42474054,0,64.11861027,36.3773265,1,28.19655812,0
5,female,substraction,beginner,15,2,13,3,3,3,0,3,2,3,0,2.88925994,7.71885585,14.78313328,0,8,16.37124079,0
5,female,addition,intermediate,15,12,3,2,0,5,0,0,0,2,0,8.331168528,0,17.75572106,0,3,13.38717164,0
9,female,addition,intermediate,15,13,2,4,4,5,3,3,1,2,3,8.113511126,12.45901231,15.39557646,28.29375888,6,19.30002312,0
9,male,multipication,beginner,15,1,14,3,4,0,5,2,3,0,5,17.72178312,26.11215333,0,39.63584699,3,0.428152013,0
13,female,division,intermediate,15,12,3,4,5,4,0,1,3,0,0,31.09494788,27.77371494,35.82706103,0,3,29.41892093,0
4,male,substraction,advanced,15,6,9,3,1,4,4,3,0,1,3,25.16956919,14.52108874,18.38410342,24.78348096,4,32.54725008,0
7,male,addition,advanced,15,3,12,0,1,4,5,0,1,3,3,0,35.53081523,23.70459401,34.42536335,5,5.050702857,0
6,male,addition,advanced,15,0,15,3,5,3,3,1,0,1,0,26.47007579,28.6646962,25.11217849,60.94797658,0,35.82811196,0
8,male,addition,intermediate,15,8,7,5,2,3,4,1,0,0,4,6.719913464,10.11038528,21.05594313,18.07980153,1,12.02831021,0
10,female,division,intermediate,15,12,3,0,4,0,1,0,1,0,0,0,55.20054355,0,70.37986021,0,21.96434121,0
11,male,division,beginner,15,15,0,2,5,1,2,2,2,1,2,23.46547798,24.39573351,45.45936816,32.34153576,1,15.56773168,0
12,male,multipication,intermediate,15,13,2,2,1,4,1,1,0,0,0,57.21411765,49.4595426,62.98340605,7.759749099,3,14.27111244,0
11,male,division,beginner,15,7,8,0,1,0,2,0,0,0,0,0,32.84291053,0,32.09472701,0,22.943353,0
5,female,multipication,advanced,15,14,1,3,0,2,0,2,0,0,0,73.62445534,0,109.7549439,0,5,23.32975628,0
9,female,addition,beginner,15,6,9,1,4,1,2,1,3,1,1,4.983037367,8.560512567,13.01576492,15.81271323,5,20.51550029,0
6,male,substraction,intermediate,15,9,6,2,3,2,5,0,1,2,0,13.33396035,13.89333791,17.17307745,18.31940755,2,0.63961771,0
14,female,multipication,advanced,15,12,3,3,3,5,1,1,1,2,0,45.02583418,63.27789021,74.26675065,76.83106746,2,39.67518362,0
3,female,division,intermediate,15,9,6,0,3,0,5,0,3,0,5,0,29.81131729,0,44.80974318,8,7.852337622,0
6,female,addition,intermediate,15,4,11,3,3,1,3,1,3,0,2,5.826239203,4.998581847,9.907936968,23.67754407,4,19.22881783,0
15,male,multipication,intermediate,15,0,15,4,3,4,5,3,0,4,2,32.55551452,42.47223107,28.50993945,52.20004594,4,24.17519291,0
15,male,substraction,advanced,15,2,13,5,1,0,0,0,0,0,0,19.0611345,18.59493583,0,0,7,38.59758965,0
11,male,substraction,intermediate,15,11,4,2,2,5,3,1,1,4,0,9.875265012,16.38453128,19.59219358,24.71605021,8,3.228745241,0
10,female,addition,advanced,15,0,15,1,5,2,5,0,1,2,5,21.66600919,24.41961028,27.00720706,21.58946045,0,17.86319671,0
15,female,addition,intermediate,15,12,3,0,2,1,4,0,0,1,1,0,12.51591369,23.18491765,27.99044389,5,16.69138015,0
4,male,division,advanced,15,3,12,5,3,2,0,2,1,0,0,55.05629975,85.64358938,34.74570779,0,2,30.03392721,0
11,female,multipication,advanced,15,7,8,2,5,2,4,0,2,0,0,47.79289303,74.23073619,91.79968799,72.19613765,3,19.06805077,0
15,female,substraction,intermediate,15,13,2,4,3,5,5,2,0,3,0,6.828952154,10.56225193,9.84268336,27.12382561,10,21.47248002,0
4,female,substraction,advanced,15,12,3,3,2,1,4,3,0,1,1,32.51558285,7.695168496,35.59817598,29.01834738,10,36.22938407,1
9,female,division,intermediate,15,13,2,5,3,0,1,4,3,0,0,30.89636186,40.23369541,0,59.2743998,3,18.3670495,0
10,female,addition,intermediate,15,5,10,4,4,2,2,0,3,1,1,12.68501465,8.360746464,11.12704892,25.25858416,10,23.69549732,0
8,male,addition,advanced,15,8,7,5,2,3,4,2,0,0,2,15.60739449,32.79391557,29.44097089,53.31256822,6,9.966230877,0
6,female,substraction,advanced,15,1,14,1,0,1,4,1,0,0,3,25.57558054,0,56.32396741,23.41493832,5,33.94824666,0
11,male,addition,advanced,15,9,6,4,1,1,1,4,1,0,1,25.35727684,17.512899,43.72206621,39.83947209,2,27.35726374,0
7,male,multipication,advanced,15,3,12,3,0,4,4,2,0,3,2,54.62044108,0,69.73750855,63.27668953,1,28.31353523,0
8,female,addition,beginner,15,5,10,0,2,5,1,0,0,1,0,0,6.629919422,19.39008675,28.82138192,10,27.47398175,0
5,female,division,intermediate,15,7,8,3,0,4,4,2,0,1,4,26.86725776,0,49.86582405,39.50892903,6,14.3595109,0
7,male,substraction,intermediate,15,3,12,0,0,4,4,0,0,2,1,0,0,22.84173755,26.88939389,6,19.20974696,0
14,female,multipication,advanced,15,8,7,5,5,2,0,1,1,2,0,72.23383114,84.52256865,62.92571846,0,4,21.89547589,0
12,female,multipication,advanced,15,5,10,4,4,4,4,4,3,4,1,63.10569429,69.68692321,61.28775073,85.35759346,7,36.91754895,0
13,female,substraction,advanced,15,15,0,0,4,5,0,0,1,3,0,0,19.17270889,31.07117668,0,5,29.47845715,0
7,male,substraction,beginner,15,4,11,5,2,0,4,1,0,0,4,3.010885608,8.114345632,0,20.55802479,7,7.187162848,0
7,female,division,beginner,15,1,14,4,5,2,5,1,4,2,3,14.60617777,27.5154852,19.90937417,25.46088193,9,21.23943291,0
7,male,division,beginner,15,10,5,5,1,4,0,4,0,2,0,21.85298121,28.04832174,26.53145672,0,6,4.368058161,0
13,male,division,beginner,15,11,4,4,3,3,5,1,3,2,3,20.4036613,23.63049878,34.51446039,42.16362784,0,15.50112962,0
6,male,division,advanced,15,13,2,5,0,4,5,0,0,0,1,64.15506207,0,48.82532719,92.76279606,2,17.80005242,0
11,female,multipication,beginner,15,2,13,3,1,5,2,2,1,3,0,7.216662304,16.98269404,38.53622424,18.01000894,9,0.683408547,0
11,male,division,beginner,15,13,2,0,1,4,3,0,1,3,1,0,14.33014649,28.30312961,29.5001884,0,21.75687606,0
15,male,substraction,intermediate,15,14,1,2,2,4,2,1,0,3,1,9.048187226,11.91511203,24.08214692,31.03600495,8,8.481590101,0
14,female,multipication,beginner,15,0,15,5,3,1,5,4,0,0,4,16.94666594,25.86614895,42.54512798,32.03275665,0,3.270316129,0
15,female,substraction,advanced,15,12,3,5,0,3,2,1,0,3,1,21.23828803,0,24.25720695,34.58624379,9,35.41085997,0
4,female,multipication,advanced,15,4,11,5,2,2,1,0,1,2,1,53.15280139,103.0759865,58.21492573,90.58925495,5,37.65198092,0
7,male,multipication,beginner,15,8,7,1,2,1,2,0,1,0,2,4.334076613,15.68146767,41.79242759,38.15563828,8,29.40347638,0
12,male,multipication,advanced,15,5,10,1,3,3,3,0,2,0,3,115.9638702,88.6610427,92.78677253,96.14286415,9,26.15018544,0
3,female,substraction,intermediate,15,11,4,1,3,5,2,0,0,4,2,11.67027514,9.507386766,17.33538836,26.41815896,1,29.93438782,0
8,female,division,intermediate,15,9,6,4,4,2,0,3,2,0,0,34.16504411,37.86633605,19.90723979,0,5,5.674302221,0
6,female,addition,beginner,15,9,6,3,5,3,4,0,3,1,1,3.120647481,7.864555822,11.81600278,20.47267319,10,18.42552496,0
14,female,substraction,advanced,15,9,6,0,0,3,4,0,0,2,4,0,0,18.16626656,30.04873122,1,33.075352,0
7,female,division,beginner,15,12,3,2,4,3,0,2,3,2,0,11.52602824,11.99401382,36.38032566,0,3,16.81756478,0
5,female,substraction,intermediate,15,3,12,3,3,0,3,0,0,0,1,11.86013759,20.43759738,0,30.58672634,8,9.675967377,0
6,male,substraction,intermediate,15,7,8,0,5,5,1,0,5,0,1,0,9.923708389,17.74432428,25.34062093,3,0.744511318,0
7,male,multipication,intermediate,15,0,15,1,0,4,4,1,0,0,1,30.18402064,0,76.52045896,36.65458737,7,25.36716555,0
14,male,substraction,beginner,15,7,8,0,2,3,0,0,0,3,0,0,7.264453387,12.77664687,0,10,19.95177385,0
15,female,addition,intermediate,15,10,5,2,0,2,2,2,0,2,1,8.32897885,0,3.929139166,12.42256081,5,20.59616576,0
15,female,substraction,advanced,15,12,3,5,3,2,3,2,1,0,3,19.70405425,20.17871514,45.6284436,31.5516111,2,15.44004224,0
8,male,addition,advanced,15,0,15,4,2,4,2,4,1,2,2,20.45726236,7.895891851,26.40118915,30.60865766,10,6.711681226,0
15,male,addition,intermediate,15,6,9,3,1,2,4,2,1,0,2,11.83983127,7.566689313,27.51989485,21.307165,0,27.7948655,0
12,male,addition,beginner,15,0,15,2,0,1,2,2,0,1,2,3.182410449,0,8.266169286,36.29397089,10,19.80047866,0
6,male,substraction,intermediate,15,7,8,0,0,3,3,0,0,2,2,0,0,19.75107424,24.89380586,9,23.83674608,0
9,male,multipication,intermediate,15,9,6,3,0,2,2,1,0,2,1,43.84922652,0,43.84130767,31.07848979,6,7.734239793,0
12,female,multipication,beginner,15,13,2,1,1,3,2,1,0,1,1,5.38011516,28.12142014,29.12781886,55.69137185,6,3.409060435,0
5,male,substraction,beginner,15,12,3,4,3,4,0,4,0,2,0,3.68444662,10.35543669,18.11611841,0,4,14.40707223,0
7,female,multipication,beginner,15,13,2,5,0,1,1,4,0,1,0,14.2722101,0,19.60301243,25.06924702,4,22.61003294,0
6,male,addition,advanced,15,4,11,2,0,3,2,2,0,3,1,21.74733951,0,19.72450034,43.46625405,0,17.61649362,0
10,male,multipication,advanced,15,9,6,4,5,4,4,4,2,0,0,46.95091711,54.78974849,74.84425288,60.0573873,5,18.42461988,0
4,male,addition,beginner,15,6,9,1,5,3,0,0,0,0,0,1.707201434,11.71098807,13.38041308,0,9,10.13366297,0
15,male,substraction,intermediate,15,13,2,0,3,3,4,0,1,3,3,0,5.919703036,17.67735029,19.23731029,9,27.52526013,0
3,female,division,intermediate,15,0,15,3,2,2,1,3,0,1,0,33.9040178,6.609105777,80.80807248,12.9806836,6,19.99156437,0
5,male,substraction,beginner,15,9,6,4,5,1,5,3,1,0,0,2.203720899,8.539633502,15.09129403,26.41756793,5,23.15840139,0
4,male,substraction,beginner,15,6,9,1,0,0,5,1,0,0,2,2.106920554,0,0,21.06061572,10,19.38186681,0
11,female,multipication,advanced,15,3,12,5,4,1,5,2,2,0,1,74.83270824,66.12044609,23.77741698,64.33068843,3,37.99017504,0
14,female,division,intermediate,15,12,3,2,3,1,2,2,1,0,1,48.624232,29.88232278,68.07690778,90.25695683,2,15.05268465,0
4,female,division,intermediate,15,6,9,1,0,2,1,1,0,1,1,16.33043742,0,21.96087216,10.27406725,6,27.89968185,0
7,male,addition,advanced,15,5,10,5,0,3,4,3,0,1,2,30.49691544,0,18.3469265,46.34253293,9,24.85250664,0
12,male,addition,advanced,15,6,9,1,4,3,2,1,4,1,2,17.2104592,28.35056624,23.55695429,26.54730294,1,18.6168735,0
10,male,substraction,advanced,15,10,5,5,4,5,5,1,2,0,2,17.93538097,26.15271857,25.14859623,30.93509629,9,24.16470922,0
6,female,substraction,intermediate,15,8,7,4,3,3,1,1,2,0,1,7.806966153,9.634581854,9.595998502,20.30134435,8,15.95081332,0
5,male,division,intermediate,15,6,9,3,3,5,0,3,0,4,0,38.4447795,40.65658779,23.36776437,0,1,0.14969306,0
11,male,multipication,intermediate,15,5,10,5,4,2,4,4,1,2,1,41.46835236,38.41942717,54.54145042,36.3408352,6,12.72510422,0
13,female,multipication,beginner,15,1,14,4,5,4,2,0,0,4,0,12.85835575,19.84244188,19.08034135,19.76843886,0,1.046296736,0
15,male,multipication,beginner,15,3,12,5,5,3,4,3,2,3,3,14.72025245,11.05352575,26.81937091,32.37751832,7,14.96804514,0
9,female,division,advanced,15,12,3,1,3,5,1,1,0,3,1,82.22888181,50.90787274,69.30670407,98.1601999,6,15.54489865,0
9,female,addition,advanced,15,0,15,3,2,1,5,1,2,1,0,18.44462606,15.04397515,52.7445055,37.41971895,7,30.55433127,0
13,male,addition,intermediate,15,11,4,2,5,5,4,0,3,1,0,5.799451616,14.00141792,22.755899,19.83320893,6,19.45454088,0
4,male,division,advanced,15,1,14,4,1,0,1,3,0,0,1,55.70924908,16.53268856,0,74.95246568,0,10.4785913,0
15,female,division,advanced,15,3,12,1,1,5,1,1,0,1,1,9.195228722,77.06541987,73.66181995,47.42701099,1,30.81583637,0
9,female,addition,beginner,15,12,3,0,4,4,2,0,0,0,1,0,8.545577893,7.61825878,15.05758952,6,9.755510255,0
3,female,division,intermediate,15,8,7,0,4,2,0,0,0,0,0,0,49.10247469,35.56210117,0,9,10.73677191,0
9,female,addition,advanced,15,8,7,0,0,4,0,0,0,0,0,0,0,33.13203526,0,9,17.98858738,0
13,male,substraction,intermediate,15,2,13,4,3,3,0,1,0,0,0,12.08659913,15.96935192,13.66821416,0,7,20.28687977,0
6,female,addition,intermediate,15,4,11,0,5,4,5,0,4,2,0,0,12.1118004,23.44345151,26.08964748,1,4.567289083,0
15,male,division,intermediate,15,15,0,0,3,5,4,0,1,2,4,0,34.36503639,50.07575491,53.03649073,2,16.25958158,0
7,male,division,beginner,15,4,11,0,3,1,5,0,0,0,0,0,17.30831519,41.50433757,36.12979665,8,19.04750694,0
4,female,substraction,intermediate,15,6,9,5,1,4,4,2,0,0,1,8.606337492,12.41846881,11.21483424,18.46347688,1,27.49721484,0
12,male,addition,intermediate,15,15,0,5,1,1,1,5,1,0,0,10.39780048,12.68324979,2.588562099,22.40459913,2,11.63466802,0
12,male,substraction,advanced,15,15,0,3,4,2,5,3,4,2,1,20.93457439,31.27170248,36.74651467,28.53842092,5,15.25491341,0
13,male,substraction,advanced,15,10,5,1,1,5,4,1,0,3,2,21.10653186,34.07361366,23.01476907,35.40018548,8,32.34877134,0
6,female,division,intermediate,15,12,3,1,0,2,5,0,0,2,1,51.0107429,0,5.333466384,59.82122724,10,24.30810699,0
13,female,division,advanced,15,4,11,3,5,4,0,3,5,3,0,49.29663067,84.86489865,88.72473691,0,0,34.89192249,0
15,male,multipication,beginner,15,15,0,0,3,3,1,0,2,3,1,0,24.73882732,24.50567765,52.37675014,7,10.11175522,0
12,female,substraction,intermediate,15,8,7,5,2,2,3,1,0,2,0,8.601092254,17.37917559,15.72680011,20.93737795,10,8.51980493,0
10,female,addition,advanced,15,10,5,4,1,3,0,4,0,2,0,7.287650041,8.423653721,16.8892953,0,4,5.717941349,0
6,male,addition,advanced,15,9,6,2,3,3,1,0,2,0,1,26.9649047,33.14309245,34.84638819,48.41105144,8,36.46199525,0
10,female,substraction,intermediate,15,13,2,3,1,2,1,1,1,2,1,6.644397341,14.85351581,17.76386652,31.4774329,3,7.260491233,0
5,male,multipication,beginner,15,3,12,5,1,1,2,0,0,1,1,13.1839682,16.63957478,26.17426643,33.7662158,3,6.018476874,0
15,female,multipication,beginner,15,2,13,0,1,5,3,0,0,3,2,0,4.260180422,16.45012356,31.54978468,1,27.75521552,0
9,male,substraction,intermediate,15,1,14,4,2,0,3,4,1,0,1,7.894524998,12.64702311,0,23.23434289,3,3.137292054,0
4,male,division,advanced,15,8,7,1,0,1,1,1,0,0,0,104.6338917,0,88.7295747,3.512735272,7,31.08395007,0
10,male,multipication,intermediate,15,9,6,4,4,2,1,2,2,0,1,49.50626931,35.17533189,41.28231655,30.61513369,2,16.91322264,0
10,male,multipication,advanced,15,14,1,2,1,5,0,0,0,3,0,84.40053626,21.05278958,51.54495319,0,8,6.831110824,0
3,male,division,advanced,15,10,5,1,2,2,0,1,0,1,0,17.36426348,41.41704295,26.25379942,0,3,10.4148051,0
5,male,multipication,advanced,15,8,7,0,0,5,2,0,0,0,1,0,0,83.03334654,103.869931,1,8.361298719,0
3,male,division,intermediate,15,1,14,2,4,3,1,2,2,1,0,27.20756466,45.83883093,39.33295298,70.47672686,5,14.25408866,0
14,female,multipication,beginner,15,6,9,2,1,3,0,0,0,0,0,24.65651556,36.05181444,35.22184793,0,5,17.04835903,0
10,female,substraction,advanced,15,15,0,2,5,5,0,2,1,5,0,30.00012016,39.19356312,36.47172017,0,1,17.36745001,0
11,male,division,beginner,15,10,5,1,4,0,1,1,1,0,1,15.90158926,26.43042398,0,26.56745621,10,19.05895426,0
12,male,addition,intermediate,15,11,4,5,1,0,3,3,1,0,3,7.964209276,12.69664185,0,15.04812361,5,8.128808469,0
6,female,addition,advanced,15,0,15,5,3,0,0,5,0,0,0,23.56773476,37.28553932,0,0,3,26.92475812,0
9,female,division,intermediate,15,5,10,4,1,1,0,3,0,1,0,30.64309096,31.22929883,57.80028117,0,5,7.552294081,0
6,male,substraction,advanced,15,15,0,5,4,3,2,1,2,0,2,15.86097443,36.92695328,21.47127089,52.2144559,2,37.20640248,0
4,female,addition,advanced,15,9,6,5,0,2,2,1,0,2,1,20.82343441,0,19.56648518,54.79020312,7,20.02392303,0
6,female,substraction,intermediate,15,8,7,4,1,4,2,4,0,0,2,11.54650402,19.59757751,8.416754002,20.93124855,8,0.852076825,0
14,male,substraction,beginner,15,14,1,0,3,4,2,0,1,3,0,0,5.201681983,20.68121048,26.76664583,0,23.19383497,0
6,male,substraction,intermediate,15,5,10,2,0,4,2,2,0,0,0,10.09994905,0,15.20986021,3.729465189,7,28.75968288,0
5,male,substraction,advanced,15,4,11,1,3,0,1,1,0,0,1,15.69002291,27.54805767,0,46.92701623,8,38.82286011,0
6,female,multipication,advanced,15,5,10,0,5,0,5,0,3,0,2,0,69.79490562,0,71.20835192,10,39.70009278,0
8,male,division,beginner,15,11,4,5,0,1,0,5,0,0,0,22.41310086,0,18.99414025,0,8,12.40226203,0
4,female,addition,advanced,15,3,12,3,4,2,0,3,1,1,0,22.83648308,19.38724116,29.92913374,0,2,23.23867846,0
4,female,addition,intermediate,15,8,7,1,5,1,2,1,2,0,2,10.51152484,16.8252186,1.581716648,12.52918478,3,16.62490979,0
5,male,division,intermediate,15,2,13,4,4,0,2,0,3,0,1,42.54763145,40.25217599,0,51.39922684,2,18.53451134,0
14,female,division,beginner,15,10,5,5,0,0,4,0,0,0,0,8.958254063,0,0,29.74319283,5,4.031969897,0
15,male,substraction,advanced,15,6,9,4,2,2,5,4,1,1,5,33.78580153,27.47258934,29.52492655,42.2540682,6,11.16497844,0
10,male,division,intermediate,15,11,4,0,0,4,0,0,0,3,0,0,0,34.22866054,0,8,28.48256931,0
13,female,multipication,intermediate,15,13,2,5,1,3,2,2,0,0,1,20.46195121,73.18555926,19.1668864,30.99454026,8,1.270775586,0
5,female,substraction,advanced,15,5,10,2,4,4,4,1,1,1,0,29.54358242,32.60062416,37.93025145,22.84650921,7,39.96351385,0
