quiz_time,quiz_score,piano_time,piano_key_count,drawing_time,drawing_similarity,gender,age,talent,quiz_efficiency,piano_efficiency,drawing_efficiency
1189,4,495.186,182,808,79.9,F,6,Piano,0.00336417157275021,0.36753866224004716,0.09888613861386139
470,3,434.705,431,562,52.9,F,10,Quiz,0.006382978723404255,0.9914769786406874,0.09412811387900355
490,4,260.034,235,979,66.9,F,9,Quiz,0.00816326530612245,0.9037279740341648,0.06833503575076609
1062,8,498.17,158,767,68.6,F,10,Piano,0.007532956685499058,0.3171608085593271,0.0894393741851369
865,10,705.35,70,406,70.6,F,16,Quiz,0.011560693641618497,0.09924151130644361,0.17389162561576355
1049,3,581.887,166,799,54.4,F,17,Piano,0.002859866539561487,0.28527875687203874,0.06808510638297872
595,4,341.603,450,985,49.1,F,12,Quiz,0.0067226890756302525,1.3173186418152065,0.04984771573604061
766,6,654.199,213,311,69.0,M,11,Quiz,0.007832898172323759,0.3255890027346419,0.22186495176848875
546,0,509.098,80,380,98.0,M,13,Drawing,0.0,0.15714066839783303,0.2578947368421053
845,4,514.354,121,862,78.9,F,6,Drawing,0.004733727810650888,0.23524654226466596,0.09153132250580047
641,8,434.574,56,1136,73.8,M,17,Quiz,0.0124804992199688,0.12886182790502884,0.06496478873239436
818,8,379.752,93,663,84.5,F,10,Quiz,0.009779951100244499,0.24489666940529609,0.12745098039215685
539,5,523.28,227,560,87.5,F,13,Drawing,0.00927643784786642,0.4338021709218774,0.15625
1416,3,533.876,131,1157,100.0,M,6,Drawing,0.00211864406779661,0.24537533060111338,0.08643042350907519
926,4,643.295,120,743,100.0,M,17,Drawing,0.004319654427645789,0.18653961246395512,0.13458950201884254
896,0,659.606,314,1009,93.8,F,13,Piano,0.0,0.4760417582617502,0.09296333002973241
493,10,498.064,379,860,100.0,F,11,Quiz,0.02028397565922921,0.7609463844003983,0.11627906976744186
328,6,423.737,147,660,69.9,M,8,Drawing,0.018292682926829267,0.34691329763508966,0.10590909090909091
698,9,413.506,146,1104,61.1,F,15,Quiz,0.012893982808022923,0.35307831083466745,0.05534420289855073
292,8,263.342,331,1188,54.0,F,15,Piano,0.0273972602739726,1.2569206583074481,0.045454545454545456
1217,3,552.712,124,696,79.8,M,16,Piano,0.0024650780608052587,0.22434830436104156,0.1146551724137931
489,4,375.56,97,1073,62.7,F,13,Drawing,0.0081799591002045,0.2582809670891469,0.05843429636533085
648,1,395.278,230,777,72.9,M,17,Piano,0.0015432098765432098,0.5818689631095078,0.09382239382239382
781,5,373.773,95,374,52.0,M,5,Quiz,0.006402048655569782,0.2541649610860067,0.13903743315508021
596,3,302.845,92,639,64.6,F,13,Drawing,0.0050335570469798654,0.3037857649952946,0.10109546165884194
906,7,398.512,132,928,73.2,M,17,Quiz,0.00772626931567329,0.33123218372345126,0.07887931034482759
687,10,457.667,405,820,82.0,M,5,Quiz,0.01455604075691412,0.884922880609701,0.1
1392,0,374.415,133,944,81.1,M,9,Piano,0.0,0.35522081113203263,0.08591101694915254
629,3,333.735,269,375,38.9,F,18,Piano,0.0047694753577106515,0.8060287353738744,0.10373333333333333
475,2,309.414,160,956,47.8,F,13,Piano,0.004210526315789474,0.5171065304090959,0.049999999999999996
474,2,553.094,244,748,83.3,M,17,Piano,0.004219409282700422,0.4411546681034326,0.11136363636363636
364,0,309.117,431,311,48.5,M,12,Piano,0.0,1.3942940698829245,0.15594855305466238
523,3,378.795,142,652,52.5,M,6,Drawing,0.0057361376673040155,0.3748729523884951,0.08052147239263803
160,6,425.711,120,772,51.0,M,7,Quiz,0.0375,0.28188137022534066,0.06606217616580311
1291,6,408.511,86,934,56.7,M,9,Quiz,0.004647560030983733,0.21052064693484385,0.06070663811563169
672,5,582.613,71,304,70.7,M,10,Quiz,0.00744047619047619,0.12186477129758518,0.23256578947368423
962,6,532.482,72,961,71.1,M,16,Quiz,0.006237006237006237,0.13521583828185743,0.07398543184183141
1157,7,619.731,109,946,78.5,F,18,Piano,0.006050129645635264,0.17588276203707737,0.08298097251585623
587,10,560.364,143,1177,58.8,F,17,Quiz,0.017035775127768313,0.25519126853259666,0.04995751911639762
1166,2,487.236,242,1075,83.5,F,13,Drawing,0.0017152658662092624,0.49667922731489467,0.07767441860465116
375,3,331.74,55,984,58.3,F,7,Drawing,0.008,0.16579248809308494,0.05924796747967479
828,6,538.907,413,1059,54.3,F,11,Quiz,0.007246376811594203,0.7663659963592976,0.05127478753541076
915,6,496.857,95,1136,89.9,M,11,Quiz,0.006557377049180328,0.1912018951126783,0.07913732394366198
508,5,487.751,77,453,70.8,F,17,Drawing,0.00984251968503937,0.15786743645835682,0.1562913907284768
1330,1,501.487,76,904,79.9,F,14,Drawing,0.0007518796992481203,0.15154929240438933,0.08838495575221239
320,0,479.999,175,564,57.9,F,5,Piano,0.0,0.36458409288352683,0.1026595744680851
1598,10,467.736,355,782,100.0,F,14,Drawing,0.006257822277847309,0.7589751483742966,0.1278772378516624
1040,7,596.586,235,1002,68.1,M,8,Piano,0.006730769230769231,0.39390800320490255,0.06796407185628742
516,1,588.202,358,1146,55.9,F,14,Piano,0.001937984496124031,0.608634448709797,0.0487783595113438
931,4,330.401,346,917,59.9,M,7,Piano,0.004296455424274973,1.0472123268392044,0.06532170119956379
1363,3,474.615,346,690,79.7,M,17,Piano,0.0022010271460014674,0.7290119359902236,0.1155072463768116
713,3,439.349,309,305,50.1,M,11,Piano,0.004207573632538569,0.7033133112855612,0.1642622950819672
572,7,383.508,118,733,62.1,M,14,Quiz,0.012237762237762238,0.30768588921221984,0.08472032742155526
685,0,417.74,89,891,72.3,F,15,Drawing,0.0,0.21305118015990807,0.08114478114478114
129,4,457.785,151,710,51.4,F,16,Piano,0.031007751937984496,0.3298491650010376,0.07239436619718309
898,7,304.721,83,527,72.8,M,7,Drawing,0.0077951002227171495,0.2723803085445375,0.1381404174573055
1368,4,457.934,312,310,67.1,M,16,Drawing,0.0029239766081871343,0.6813208890364113,0.2164516129032258
404,3,223.841,222,461,37.3,F,8,Piano,0.007425742574257425,0.9917754120112043,0.0809110629067245
622,7,379.851,85,531,58.4,F,17,Quiz,0.011254019292604502,0.22377195268671138,0.10998116760828625
824,5,404.663,250,419,83.1,M,12,Piano,0.006067961165048544,0.6177980195866684,0.19832935560859188
1166,9,520.552,350,1182,60.0,F,13,Quiz,0.007718696397941681,0.6723631836973059,0.050761421319796954
523,3,277.313,223,708,65.6,M,9,Drawing,0.0057361376673040155,0.804145496244316,0.0926553672316384
385,5,598.03,74,810,82.4,F,6,Quiz,0.012987012987012988,0.12373961172516429,0.1017283950617284
318,5,495.927,113,928,42.4,M,16,Quiz,0.015723270440251572,0.22785611592028665,0.045689655172413794
839,7,379.999,256,1068,75.7,M,18,Quiz,0.00834326579261025,0.6736859833841667,0.07088014981273409
827,4,415.725,65,1015,98.1,M,13,Drawing,0.0048367593712212815,0.15635335859041433,0.09665024630541871
304,3,251.101,267,542,52.5,F,16,Drawing,0.009868421052631578,1.0633171512658253,0.09686346863468635
596,5,382.017,123,1002,44.2,F,10,Quiz,0.008389261744966443,0.321975200056542,0.04411177644710579
475,4,466.929,245,731,51.7,M,16,Quiz,0.008421052631578947,0.5247050408092023,0.07072503419972641
60,1,326.25,271,668,60.7,F,17,Piano,0.016666666666666666,0.8306513409961686,0.09086826347305389
318,5,403.569,98,928,50.4,F,10,Quiz,0.015723270440251572,0.24283331970493272,0.054310344827586204
665,5,444.039,136,651,43.7,M,18,Piano,0.007518796992481203,0.30627940338573867,0.06712749615975423
401,4,416.478,447,761,51.0,F,15,Quiz,0.00997506234413965,1.073285983893507,0.06701708278580815
756,5,219.804,303,385,37.2,M,18,Piano,0.006613756613756613,1.3785008462084403,0.09662337662337663
599,7,370.912,71,329,72.4,M,6,Drawing,0.011686143572621035,0.19142006729358987,0.22006079027355624
773,10,596.162,316,946,81.2,F,18,Quiz,0.0129366106080207,0.5300572663135188,0.08583509513742073
641,8,459.194,69,610,54.4,F,13,Quiz,0.0124804992199688,0.15026328741229197,0.08918032786885245
513,6,470.379,126,536,70.6,M,10,Quiz,0.011695906432748537,0.26786910129916514,0.13171641791044775
152,6,358.828,104,940,51.9,F,8,Quiz,0.039473684210526314,0.28983245454646794,0.055212765957446806
724,4,555.582,351,319,57.8,F,9,Piano,0.0055248618784530384,0.631769927751439,0.1811912225705329
742,7,468.642,103,619,84.3,M,7,Quiz,0.009433962264150943,0.21978397156038085,0.13618739903069466
345,6,540.424,98,1148,64.0,F,10,Drawing,0.017391304347826087,0.18133909670925052,0.05574912891986063
382,3,530.605,253,784,91.4,M,11,Drawing,0.007853403141361256,0.4768142026554593,0.11658163265306123
492,8,324.53,56,1184,50.4,F,10,Quiz,0.016260162601626018,0.17255723661911074,0.04256756756756756
638,3,326.816,210,895,99.8,M,8,Drawing,0.004702194357366771,0.6425633995887595,0.11150837988826816
1257,6,336.286,365,457,67.7,F,16,Quiz,0.00477326968973747,1.0853856538779492,0.14814004376367615
671,5,304.171,296,666,78.9,M,7,Quiz,0.007451564828614009,0.9731368210644671,0.11846846846846848
797,3,400.734,143,779,74.0,F,5,Drawing,0.0037641154328732747,0.3568451890780418,0.09499358151476252
637,6,529.814,426,319,63.6,M,6,Quiz,0.009419152276295133,0.8040557629658711,0.1993730407523511
300,3,371.21,272,630,85.1,F,17,Drawing,0.01,0.7327388809568708,0.13507936507936508
605,3,338.695,419,562,50.0,F,6,Piano,0.0049586776859504135,1.2371012267674457,0.08896797153024912
762,10,618.054,403,1025,74.8,M,14,Quiz,0.013123359580052493,0.6520465849262362,0.07297560975609756
519,0,331.668,227,483,44.3,F,13,Piano,0.0,0.6844193591181543,0.09171842650103519
493,3,267.191,246,863,60.3,F,16,Drawing,0.006085192697768763,0.92068969388939,0.06987253765932792
804,2,327.116,424,1043,44.9,F,15,Piano,0.0024875621890547263,1.2961762799740766,0.04304889741131352
887,2,447.649,303,335,71.6,M,14,Piano,0.002254791431792559,0.6768696009596805,0.21373134328358206
833,0,368.253,62,338,63.4,M,13,Drawing,0.0,0.1683625116428108,0.18757396449704142
472,5,404.711,391,1051,57.2,M,7,Piano,0.01059322033898305,0.9661215039867955,0.05442435775451951
1169,3,325.165,428,1048,65.5,F,17,Piano,0.0025662959794696323,1.3162548244737287,0.0625
1153,8,392.662,397,532,100.0,F,6,Drawing,0.006938421509106678,1.011047669496921,0.18796992481203006
317,3,402.279,357,456,59.5,M,15,Piano,0.00946372239747634,0.8874437890121035,0.13048245614035087
648,5,461.661,110,885,100.0,F,12,Drawing,0.007716049382716049,0.2382700726290503,0.11299435028248588
388,3,351.332,349,885,40.5,F,9,Piano,0.007731958762886598,0.9933624036523858,0.04576271186440678
615,4,294.387,126,971,48.9,M,8,Drawing,0.0065040650406504065,0.4280080302459008,0.05036045314109166
638,4,718.46,228,1057,86.5,F,7,Drawing,0.006269592476489028,0.3173454332878657,0.08183538315988648
1064,2,529.393,269,850,65.1,M,18,Piano,0.0018796992481203006,0.5081291214655275,0.07658823529411764
797,5,309.856,187,505,65.1,F,13,Piano,0.006273525721455458,0.6035061447898379,0.1289108910891089
956,6,325.38,249,964,71.2,F,5,Piano,0.006276150627615063,0.765259081689102,0.07385892116182573
1117,6,562.477,141,322,65.3,F,13,Quiz,0.005371530886302597,0.2506769165672552,0.2027950310559006
821,7,413.638,53,868,68.6,F,10,Quiz,0.008526187576126675,0.12813136123857094,0.07903225806451612
691,5,457.927,103,546,69.2,M,7,Quiz,0.00723589001447178,0.2249266804534347,0.12673992673992673
690,2,672.794,67,616,100.0,F,9,Drawing,0.002898550724637681,0.0995847168672729,0.16233766233766234
64,2,672.22,263,723,100.0,M,11,Piano,0.03125,0.3912409627800422,0.13831258644536654
941,9,389.489,53,1080,100.0,F,12,Drawing,0.009564293304994687,0.1360757299949421,0.09259259259259259
728,6,468.827,127,780,66.8,F,14,Quiz,0.008241758241758242,0.2708888353273169,0.08564102564102563
644,4,633.147,203,367,83.0,F,7,Piano,0.006211180124223602,0.32062064575840993,0.22615803814713897
1059,10,516.259,411,689,96.5,F,18,Drawing,0.009442870632672332,0.7961120290396875,0.14005805515239478
1143,6,393.643,155,1146,85.4,F,14,Piano,0.005249343832020997,0.39375779576926306,0.07452006980802793
486,1,394.54,242,732,77.0,M,13,Drawing,0.00205761316872428,0.6133725351041719,0.1051912568306011
437,3,439.698,191,1029,68.6,M,16,Piano,0.006864988558352402,0.43438905794431637,0.06666666666666667
486,9,456.749,115,926,58.6,F,6,Quiz,0.018518518518518517,0.25177942370973994,0.0632829373650108
201,7,492.58,107,595,58.0,F,13,Quiz,0.03482587064676617,0.21722359819724715,0.09747899159663866
1010,5,465.914,437,719,75.1,M,7,Piano,0.0049504950495049506,0.9379413368132317,0.10445062586926286
1073,1,389.097,94,337,86.2,M,8,Drawing,0.0009319664492078285,0.24158500322541682,0.255786350148368
399,7,490.612,108,1067,64.5,M,15,Quiz,0.017543859649122806,0.22013322136433677,0.060449859418931585
1224,1,512.333,231,1011,78.0,M,6,Quiz,0.0008169934640522876,0.45087862776748716,0.0771513353115727
233,5,309.416,385,1005,58.9,F,13,Quiz,0.02145922746781116,1.244279545983401,0.058606965174129354
1095,2,361.047,388,1046,66.7,F,11,Piano,0.0018264840182648401,1.074652330582999,0.06376673040152964
520,4,378.219,426,955,43.6,F,17,Piano,0.007692307692307693,1.1263315698047958,0.045654450261780104
963,2,569.21,207,1152,83.5,F,9,Drawing,0.0020768431983385254,0.3636619173942833,0.0724826388888889
612,7,416.255,285,773,83.5,F,18,Drawing,0.011437908496732025,0.6846764603428187,0.10802069857697283
639,3,347.16,92,1118,71.2,F,16,Drawing,0.004694835680751174,0.26500748934209006,0.06368515205724508
747,10,716.993,257,622,100.0,F,6,Piano,0.013386880856760375,0.3584414352720319,0.1607717041800643
678,5,344.099,189,1103,38.2,F,11,Piano,0.007374631268436578,0.5492605325792868,0.034632819582955575
676,0,502.199,334,617,89.0,M,6,Drawing,0.0,0.6650750001493432,0.14424635332252836
1074,6,558.585,201,618,100.0,M,17,Drawing,0.00558659217877095,0.35983780445232144,0.16181229773462782
783,0,463.862,259,514,55.3,M,10,Piano,0.0,0.5583557178643648,0.10758754863813229
439,2,263.761,129,873,71.9,M,9,Drawing,0.004555808656036446,0.48907912845341045,0.08235967926689577
635,5,440.513,93,853,53.6,M,13,Quiz,0.007874015748031496,0.21111749255981097,0.06283704572098477
359,4,347.484,405,944,80.3,M,5,Piano,0.011142061281337047,1.165521290188901,0.0850635593220339
1170,2,526.867,147,776,77.5,F,14,Drawing,0.0017094017094017094,0.2790077951361539,0.09987113402061856
556,6,626.086,340,529,62.5,M,18,Piano,0.01079136690647482,0.543056385225033,0.11814744801512288
545,8,409.986,71,589,61.1,F,10,Quiz,0.014678899082568808,0.17317664505617267,0.10373514431239389
737,1,320.126,311,549,46.4,M,13,Piano,0.0013568521031207597,0.9714924748380326,0.08451730418943533
550,0,375.913,188,379,47.9,F,11,Piano,0.0,0.5001157182645984,0.12638522427440632
915,3,619.212,135,1001,69.9,F,6,Piano,0.003278688524590164,0.2180190306389411,0.06983016983016983
1171,4,299.028,175,763,60.4,F,10,Piano,0.0034158838599487617,0.5852294768382893,0.07916120576671035
474,3,610.26,311,1035,72.9,F,14,Quiz,0.006329113924050633,0.5096188509815489,0.07043478260869565
489,5,324.711,321,703,81.4,F,6,Piano,0.010224948875255624,0.9885713757772295,0.11578947368421054
637,4,385.861,284,457,65.7,F,11,Piano,0.006279434850863423,0.7360163374894069,0.1437636761487965
836,3,240.885,235,957,65.9,M,7,Drawing,0.0035885167464114833,0.9755692550387115,0.06886102403343783
744,10,610.034,296,490,65.4,F,17,Piano,0.013440860215053764,0.4852188566538914,0.13346938775510206
733,8,444.488,97,415,85.2,M,14,Drawing,0.010914051841746248,0.2182286135958676,0.2053012048192771
818,8,549.732,81,783,71.3,M,7,Quiz,0.009779951100244499,0.14734452424090286,0.09106002554278415
395,9,490.199,320,887,69.9,M,15,Quiz,0.02278481012658228,0.6527961093351884,0.07880496054114995
1165,10,564.08,71,886,65.1,F,10,Quiz,0.008583690987124463,0.12586867111048078,0.07347629796839729
834,4,430.794,144,414,70.9,F,17,Quiz,0.004796163069544364,0.33426649396231145,0.171256038647343
839,5,540.724,287,386,95.7,M,15,Drawing,0.0059594755661501785,0.5307698567106324,0.2479274611398964
772,1,519.043,276,570,65.0,M,18,Piano,0.0012953367875647669,0.5317478513340899,0.11403508771929824
753,5,409.633,110,568,42.4,M,5,Quiz,0.006640106241699867,0.26853305275698003,0.07464788732394366
464,5,512.404,149,952,62.9,F,5,Piano,0.010775862068965518,0.29078617653257977,0.06607142857142857
737,8,522.027,148,991,100.0,F,14,Drawing,0.010854816824966078,0.28351023989180635,0.10090817356205853
688,4,273.972,225,837,61.9,M,13,Drawing,0.005813953488372093,0.8212518067539749,0.07395459976105137
750,2,463.173,66,684,73.2,F,10,Drawing,0.0026666666666666666,0.14249535270838326,0.10701754385964912
894,6,593.295,91,563,76.3,M,6,Quiz,0.006711409395973154,0.15338069594383907,0.13552397868561278
605,3,521.922,202,482,73.4,M,9,Piano,0.0049586776859504135,0.3870310122968566,0.15228215767634856
407,3,386.907,117,885,66.1,M,7,Piano,0.007371007371007371,0.3023982507424265,0.07468926553672316
453,0,707.322,394,1024,85.2,F,5,Piano,0.0,0.5570306027523533,0.083203125
926,6,558.241,95,641,85.5,F,12,Drawing,0.0064794816414686825,0.17017739650079447,0.13338533541341654
360,10,381.0,210,693,68.2,F,5,Quiz,0.027777777777777776,0.5511811023622047,0.09841269841269841
623,3,287.326,125,544,76.7,F,16,Drawing,0.004815409309791332,0.4350459060440057,0.14099264705882353
983,1,318.683,214,645,94.8,M,17,Drawing,0.001017293997965412,0.6715136985656593,0.1469767441860465
496,6,433.466,176,538,64.4,M,11,Piano,0.012096774193548387,0.4060295386489367,0.11970260223048328
627,4,247.251,89,1140,72.8,M,16,Drawing,0.006379585326953748,0.359958099259457,0.06385964912280702
292,5,433.105,212,507,47.0,F,14,Piano,0.017123287671232876,0.48948869211853935,0.09270216962524655
216,6,269.984,81,895,39.3,F,10,Quiz,0.027777777777777776,0.3000177788313382,0.04391061452513966
356,7,364.828,191,1023,94.3,M,17,Piano,0.019662921348314606,0.5235343778438059,0.09217986314760508
502,9,414.94,72,925,71.2,F,11,Quiz,0.017928286852589643,0.17351906299705983,0.07697297297297298
350,6,328.683,285,852,75.1,M,16,Piano,0.017142857142857144,0.8670968684112047,0.08814553990610328
751,1,340.202,293,591,77.8,F,17,Drawing,0.0013315579227696406,0.8612530202644312,0.13164128595600677
769,8,486.326,59,540,96.6,F,10,Drawing,0.010403120936280884,0.12131779917174898,0.17888888888888888
607,6,459.572,98,525,54.5,F,11,Quiz,0.009884678747940691,0.21324188592864665,0.10380952380952381
190,8,445.164,66,332,97.3,F,5,Quiz,0.042105263157894736,0.14825996711324366,0.2930722891566265
334,7,419.775,363,926,53.3,M,9,Quiz,0.020958083832335328,0.8647489726639271,0.05755939524838013
444,4,415.579,107,1053,78.1,M,6,Piano,0.009009009009009009,0.25747210518337066,0.0741690408357075
866,7,410.836,301,1117,61.4,M,10,Piano,0.008083140877598153,0.7326524452579618,0.0549686660698299
447,8,303.917,135,612,68.0,M,12,Quiz,0.017897091722595078,0.44420022571952217,0.1111111111111111
840,3,508.653,380,948,67.8,F,18,Drawing,0.0035714285714285713,0.7470711860541469,0.07151898734177214
811,3,721.648,377,512,81.3,M,11,Piano,0.0036991368680641184,0.5224153603973128,0.1587890625
674,6,503.285,189,1021,63.1,M,14,Piano,0.008902077151335312,0.37553274983359325,0.06180215475024486
706,3,610.914,207,1079,89.6,M,7,Piano,0.00424929178470255,0.33883656292047654,0.0830398517145505
521,6,441.993,118,994,81.7,F,9,Quiz,0.011516314779270634,0.2669725538639752,0.08219315895372234
849,7,410.562,378,451,64.3,F,12,Quiz,0.008244994110718492,0.9206892016309352,0.1425720620842572
743,5,453.483,205,1192,84.0,M,13,Quiz,0.006729475100942127,0.4520566371837533,0.07046979865771812
613,9,458.057,122,435,71.2,F,11,Quiz,0.01468189233278956,0.26634239843512925,0.16367816091954024
151,6,688.721,129,464,75.4,F,7,Quiz,0.039735099337748346,0.18730371224341932,0.1625
1006,10,401.028,90,888,89.1,F,7,Drawing,0.009940357852882704,0.22442323229300695,0.10033783783783783
470,3,374.51,70,846,61.3,F,10,Drawing,0.006382978723404255,0.1869108969052896,0.07245862884160756
764,10,743.708,146,887,98.6,M,11,Quiz,0.013089005235602094,0.1963136069532666,0.11116121758737316
626,0,614.938,328,634,56.9,F,10,Piano,0.0,0.5333871056919559,0.08974763406940063
493,10,596.602,449,824,58.8,M,14,Quiz,0.02028397565922921,0.7525955327001921,0.07135922330097087
869,4,454.805,298,681,69.5,F,10,Drawing,0.004602991944764097,0.6552258660304966,0.10205580029368576
776,2,308.934,143,734,80.1,F,10,Drawing,0.002577319587628866,0.46288203952947876,0.10912806539509536
860,5,696.693,402,390,78.2,F,7,Piano,0.005813953488372093,0.5770116823335386,0.20051282051282052
742,2,311.381,325,343,75.5,F,11,Drawing,0.0026954177897574125,1.0437374149354008,0.22011661807580174
154,7,517.329,131,783,55.2,F,18,Quiz,0.045454545454545456,0.25322377055993384,0.07049808429118774
483,7,387.391,285,879,47.4,F,11,Piano,0.014492753623188406,0.7356908136740399,0.05392491467576792
703,5,452.64,56,579,63.6,F,15,Quiz,0.007112375533428165,0.12371862849063274,0.10984455958549223
542,7,459.494,119,630,58.9,F,5,Quiz,0.012915129151291513,0.2589805307577466,0.09349206349206349
993,5,337.68,365,1097,66.3,F,9,Piano,0.005035246727089627,1.0809049988154467,0.06043755697356426
632,4,354.329,146,1121,39.8,F,7,Quiz,0.006329113924050633,0.4120464314239026,0.035504014272970556
325,1,351.813,448,650,54.7,F,6,Drawing,0.003076923076923077,1.2734037684792774,0.08415384615384616
592,10,606.485,228,379,57.8,F,5,Quiz,0.016891891891891893,0.37593675029060897,0.15250659630606858
532,5,300.073,254,1072,49.8,F,17,Piano,0.009398496240601503,0.8464606945643227,0.04645522388059701
518,5,455.877,242,656,59.3,M,14,Piano,0.009652509652509652,0.5308449428244899,0.09039634146341463
537,0,594.54,375,1042,54.2,M,13,Piano,0.0,0.6307397315571703,0.05201535508637237
325,8,719.675,104,519,91.2,M,13,Quiz,0.024615384615384615,0.14450967450585334,0.17572254335260115
829,2,472.427,247,341,59.7,F,6,Piano,0.0024125452352231603,0.5228320989274533,0.1750733137829912
1121,2,342.338,308,1175,54.5,F,6,Piano,0.001784121320249777,0.8996956224550006,0.04638297872340426
824,10,396.694,100,710,75.5,M,18,Quiz,0.012135922330097087,0.2520834698785462,0.10633802816901408
1046,9,595.675,269,1074,100.0,M,16,Drawing,0.008604206500956023,0.4515885340160323,0.0931098696461825
584,7,369.765,327,536,61.7,F,10,Quiz,0.011986301369863013,0.8843454626587157,0.11511194029850746
232,1,249.886,139,832,49.7,M,5,Piano,0.004310344827586207,0.5562536516651593,0.059735576923076926
696,3,404.915,109,332,74.3,F,8,Piano,0.004310344827586207,0.26919229961843844,0.22379518072289156
822,8,416.358,279,1032,56.1,M,11,Quiz,0.009732360097323601,0.6700964074186158,0.05436046511627907
838,7,499.473,300,569,91.0,M,14,Drawing,0.008353221957040573,0.6006330672528846,0.15992970123022848
266,6,374.3,287,1059,68.2,F,14,Piano,0.022556390977443608,0.7667646273043014,0.0644003777148253
388,2,283.861,431,386,51.7,F,11,Piano,0.005154639175257732,1.5183487692920128,0.1339378238341969
936,2,503.654,236,780,54.5,M,18,Piano,0.002136752136752137,0.46857564915596817,0.06987179487179487
611,6,566.377,135,647,55.6,F,11,Quiz,0.009819967266775777,0.2383571366775134,0.08593508500772798
1142,0,486.448,252,711,100.0,F,10,Piano,0.0,0.5180409827977502,0.14064697609001406
828,1,597.78,277,816,100.0,M,16,Drawing,0.0012077294685990338,0.4633811770216468,0.12254901960784313
817,1,541.713,192,942,81.0,F,15,Piano,0.0012239902080783353,0.3544312209601764,0.08598726114649681
956,8,491.143,414,744,83.7,M,14,Piano,0.008368200836820083,0.8429316919919454,0.1125
944,3,347.089,420,1150,79.5,M,13,Drawing,0.0031779661016949155,1.2100642774619765,0.06913043478260869
415,8,399.602,158,328,52.0,M,18,Piano,0.01927710843373494,0.39539341644936715,0.15853658536585366
767,9,532.192,85,974,60.5,F,12,Quiz,0.011734028683181226,0.15971679393902952,0.062114989733059546
545,3,577.997,142,1162,52.4,M,16,Quiz,0.005504587155963303,0.24567601561945826,0.04509466437177281
910,10,384.05,406,620,64.5,M,14,Quiz,0.01098901098901099,1.057154016404114,0.10403225806451613
591,1,496.198,265,1183,98.4,F,17,Drawing,0.001692047377326565,0.5340609998428048,0.08317836010143703
552,6,544.716,174,1032,53.0,F,13,Piano,0.010869565217391304,0.3194325116207345,0.05135658914728682
738,10,554.693,137,424,66.0,F,5,Quiz,0.013550135501355014,0.2469834665301347,0.15566037735849056
853,5,381.499,148,959,76.5,M,18,Drawing,0.005861664712778429,0.38794334978597583,0.07977059436913451
1485,4,686.82,151,1015,85.7,M,9,Piano,0.0026936026936026937,0.219853819050115,0.08443349753694582
434,6,469.033,247,945,76.7,M,10,Drawing,0.013824884792626729,0.5266153980636756,0.08116402116402116
738,7,521.063,375,720,76.0,M,5,Quiz,0.009485094850948509,0.719682648739212,0.10555555555555556
958,7,418.841,246,702,66.7,F,12,Quiz,0.007306889352818371,0.5873350507710563,0.09501424501424502
866,10,479.691,61,676,67.8,M,5,Quiz,0.011547344110854504,0.12716519592821213,0.10029585798816568
722,0,581.489,74,1182,100.0,M,5,Drawing,0.0,0.12725950103957254,0.08460236886632826
619,3,594.609,248,728,81.9,F,9,Drawing,0.004846526655896607,0.41708080436051254,0.1125
718,4,264.941,67,1192,49.4,M,5,Quiz,0.005571030640668524,0.25288649170947497,0.041442953020134225
616,2,261.133,80,782,80.1,F,15,Drawing,0.003246753246753247,0.30635729685639124,0.10242966751918157
462,6,404.065,266,473,51.2,M,5,Quiz,0.012987012987012988,0.6583099253832922,0.10824524312896407
359,4,437.497,85,1065,44.6,F,12,Quiz,0.011142061281337047,0.19428704653974768,0.04187793427230047
1339,0,534.83,184,803,81.0,F,9,Piano,0.0,0.344034553035544,0.10087173100871731
424,9,725.348,113,341,97.5,M,13,Drawing,0.02122641509433962,0.15578729106580566,0.2859237536656892
366,8,473.702,124,304,75.2,F,12,Quiz,0.02185792349726776,0.2617679469371039,0.2473684210526316
491,6,421.503,97,904,100.0,M,11,Quiz,0.012219959266802444,0.23012884843049752,0.11061946902654868
779,0,340.478,134,305,68.4,M,18,Drawing,0.0,0.3935643418958053,0.22426229508196724
908,0,600.024,429,1117,54.9,M,15,Piano,0.0,0.7149714011439542,0.049149507609668755
1119,3,678.595,245,969,67.5,M,13,Piano,0.002680965147453083,0.36104009018634087,0.0696594427244582
645,10,511.973,99,787,65.4,F,12,Quiz,0.015503875968992248,0.1933695722235352,0.08310038119440916
750,9,464.47,109,992,84.1,F,6,Drawing,0.012,0.23467608241651775,0.08477822580645161
696,4,549.309,253,430,64.7,M,12,Piano,0.005747126436781609,0.46057865427291383,0.15046511627906978
819,2,384.85,102,396,69.0,F,18,Drawing,0.002442002442002442,0.2650383266207613,0.17424242424242425
179,0,302.497,100,346,57.9,F,10,Drawing,0.0,0.33058179089379397,0.16734104046242773
692,6,374.793,247,380,84.1,F,10,Quiz,0.008670520231213872,0.6590304514758814,0.2213157894736842
722,4,548.424,335,1189,69.7,F,18,Piano,0.00554016620498615,0.6108412469184427,0.05862068965517241
848,10,361.525,51,495,56.0,F,9,Quiz,0.01179245283018868,0.14106908235944957,0.11313131313131314
1130,8,552.339,420,851,88.2,M,16,Piano,0.007079646017699115,0.7604025788510316,0.1036427732079906
